id,active,status,approvedDate,title,summary,themeName,activities,longTermImpact,need,contactCountry,contactCity,contactState,funding,goal,remaining,numberOfDonations,numberOfReports,dateOfMostRecentReport,modifiedDate,theme > name,image > imagelink
25273,false,funded,2016-10-04T11:24:30-04:00,Hot Meals for Evacuees like Rose,"Rose is 23 and she lives with her one year old daughter Patricia in a poorly constructed house dangerously close a riverbank. Every year there are floods, and Rose's house has been inundated several times in her life. During floods Rose and Patricia have to spend days sleeping on the floor of an evacuation centre and are often forced to go hungry. With your help, we'll be there to provide hot meals and emergency supplies during those floods.",Climate Action,"Your donations will be used to provide hot meals, like rice porridge with chicken and vegetables, in evacuation centres during floods. Funds will also be used to provide other emergency supplies like drinking water and first aid. No one knows when the next flood is coming, so we're raising the money we need to provide hot meals for evacuees, including Rose and Patricia, now.","Preparing to feed the most vulnerable is one of the many ways we're helping vulnerable Banaba residents resist and recover from floods. By providing nutritious, filling food during evacuation families won't have to use precious savings to pay for meals outside their home during floods. This will leave them with more funds available to recover when floods recede. It will also remind them that during disaster, there is someone there who cares.","The Philippines is affected by around 20 typhoons every year, making it one of the world's most disaster-prone countries. The floods those typhoons bring are devastating for the thousands of families who live on the riverbanks in the poor community of Banaba. Banaba is on the outskirts of Manila in a floodplain surrounded by rivers. It floods multiple times every year and these floods force thousands, including Rose and Patricia, to evacuate.",United Kingdom,Bristol,Somerset,405.00,400.00,0.00,4,1,2016-11-23T10:06:55-05:00,2021-11-25T02:24:21-05:00,Climate Action;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Ending Human Trafficking;Climate Action;Disaster Response,6
25373,false,retired,2016-11-29T00:00:00-05:00,A shelter for 40 abused girls in the Philippines,"CAMELEON will open a new shelter in Talisay, in the province of Negros Occidental, in order to facilitate the protection, personal reconstruction and reintegration of 40 young girls victim of sexual abuse (5-23 years old). They will be provided with the opportunity to go to school, participate in sports, and receive medical/psychological care as well as legal assistance when they wish to sue their aggressors. CAMELEON will also raise awareness on Children's rights at local and national levels.",Child Protection,"CAMELEON offers general support to the young girls victim of sexual abuse (basic care, food, education, professional training) and psychological counselling to help them rebuild themselves. The families receive training in parenting to facilitate the reintegration of girls. It also provides legal assistance for the duration of the trial to the girls who wish to sue their perpetrators. The association supports its beneficiaries until the resolution of the conflict and their complete autonomy.","Thanks to the project, 40 young girls victim of sexual abuse will rebuild themselves and will be resilient. They will build their future thanks to education and skills development. They will know their rights and invoke them in front of the court, which will help fight impunity. The families will change their behavior towards their daughters and promote Children's rights. The communities and local authorities will be mobilized together to prevent and deal with child abuse cases in Negros.","In the Philippines, 70% of rape victims are children. The region 18 where the project takes place has the highest rate of cases of sexual abuse on children. Many cases are not reported because of the fear of family dishonor. In Negros Occidental, there is no organization that offers specialized help to these children. With 19 year experience in running rehabilitation shelters on Panay island, CAMELEON wants to duplicate its action by opening a new one in  Negros in order to protect  more victims",France,Paris,Ile de France,880.00,80000.00,79120.00,12,1,2017-09-01T14:57:11-04:00,2021-11-25T02:24:21-05:00,Child Protection;Disaster Response;Economic Growth;Education;Gender Equality;Physical Health;Justice and Human Rights;Sport;COVID-19;Ending Abuse;Mental Health;Reproductive Health;Child Protection;Gender Equality;Justice and Human Rights;Ending Abuse,6
25543,false,funded,2016-10-28T11:08:17-04:00,A Safe Refuge for Evacuees like Fe,"Fe is sixty five years old. She lives with her daughter and grandson in a house dangerously close to a riverbank. Every year it floods, and Fe's home is inundated every time. During floods Fe and her family must seek safety in an evacuation centre. However, Fe's nearest evacuation center is not yet finished. Several walls still need rendering, and the building needs equipping with bunk beds. So, it still can't provide protection during disasters. This means Fe lives in constant danger and fear.",Climate Action,"Fe desperately needs a safe refuge during typhoons and floods. Your donations will provide this refuge by enabling the rendering of Fe's evacuation center to continue. Your donations will also provide bunk beds to give evacuees somewhere to sleep. Although we need to raise over $10,000 in total to complete work, the project can be tackled in stages, one brick wall and bunk bed at a time. So, your donations will have an immediate impact, even as we continue to fundraise.","The completed evacuation center will continue to provide a safe refuge for hundreds of families, including Fe's, for generations to come. Outside of typhoons the center is already being used to run impactful community development projects. These projects help provide job opportunities for poor residents and also encourage better nutrition and health. Completing the center will also help these projects expand and thrive.","The Philippines is hit by around 20 typhoons every year, making it one of the world's most disaster-prone countries. The typhoons bring floods and both are dangerous for the thousands like Fe who live on riverbanks in the community of Banaba. It floods every year and each time Fe must evacuate to stay safe. However, the sponsor of Fe's evacuation center ran out of funds before work could be finished. So, Fe doesn't have anywhere safe to seek refuge when the worst happens.",United Kingdom,Bristol,Somerset,255.00,250.00,0.00,3,1,2016-11-07T16:52:10-05:00,2021-11-25T02:24:21-05:00,Climate Action;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Ending Human Trafficking;Climate Action;Disaster Response;Economic Growth,6
25659,false,funded,2016-11-07T13:23:48-05:00,A Safe Refuge for Evacuees like Antonio,"Antonio is 75. He lives with his three grandchildren dangerously close to a riverbank. Every year it floods, and Antonio's home has been inundated many times. During floods Antonio and his family must seek safety in an evacuation centre. However, Antonio's nearest evacuation center is not yet finished. Several walls still need rendering, and the building needs equipping with bunk beds. So, it still can't provide protection during disasters. This means Antonio lives in constant danger and fear.",Climate Action,"Antonio desperately needs a safe refuge during typhoons and floods. Your donations will provide this refuge by enabling the rendering of Antonio's evacuation center to continue. Your donations will also provide bunk beds to give evacuees somewhere to sleep. Although we need to raise over $10,000 in total to complete work, the project can be tackled in stages, one brick wall and bunk bed at a time. So, your donations will have an immediate impact, even as we continue to fundraise.","The completed evacuation center will continue to provide a safe refuge for hundreds of families, including Antonio's, for generations to come. Outside of typhoons the center is already being used to run impactful community development projects. These projects help provide job opportunities for poor residents and also encourage better nutrition and health. Completing the center will also help these projects expand and thrive.","The Philippines is hit by around 20 typhoons every year, making it one of the world's most disaster-prone countries. The typhoons bring floods and both are dangerous for the thousands like Antonio who live on riverbanks in the community of Banaba. It floods every year and each time Antonio must evacuate to stay safe. However, the sponsor of Antonio's evacuation center ran out of funds before work could be finished. So, Antonio doesn't have anywhere safe to seek refuge when the worst happens.",United Kingdom,Bristol,Somerset,500.00,500.00,0.00,9,1,2016-12-06T12:05:45-05:00,2021-11-25T02:24:22-05:00,Climate Action;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Ending Human Trafficking;Climate Action;Disaster Response,6
25673,false,retired,2016-11-29T00:00:00-05:00,Mindanao Sanitation and Food Security Initiative,"The project will provide safe sanitation using low-cost, durable toilets and food security by vegetable gardening, raising of small animals and fruit tree production to poor farming families in Mindanao especially in the provinces of Zamboanga del Norte and Misamis Oriental. In improving sanitation there is also a need to improve health and nutrition by small-scale agriculture.",Economic Growth,"The project will provide low-cost toilets to very poor families and using local available resources in the area. These materials consist of palms for roofing and small trees for posts and frames. The project will also provide in a social enterprise scheme fruit tree seedlings, small animals like pigs and goats, vegetable seeds and fruit tree seedlings in order to improve nutrition and income and increase resources in the farm.","Sound health of poor families by improving sanitation means that they will be able to be productive and improve their socio-economic situation. The provision of farming resources such as seeds, small animals and fruit tree seedlings means wider farming resources and spread of income streams rather than being dependent on single income. This means also prevention of hunger as food is raised from the farm.","Some of the poorest municipalities in the Philippines are located in Mindanao and most of the poor inhabitants have two problems in common, that is, lack of sanitation and lack of food. This leads to a cycle of poverty and poor health and nutrition. Poor families are often disadvantaged and have few chances of improving their condition in life. Our estimate is more than 7 million Filipinos being in this condition in Mindanao.",Philippines,Dipolog City,,160.00,75000.00,74840.00,2,0,,2021-11-25T02:24:22-05:00,Animal Welfare;Climate Action;Disaster Response;Economic Growth;Ecosystem Restoration;Food Security;COVID-19;Clean Water;Sustainable Agriculture;Economic Growth,6
25734,false,funded,2016-11-14T12:43:12-05:00,Estudio Damgo V: A Filipino Design+Build Studio,"Now in its fifth year, Estudio Damgo student leaders are moving towards the idea of designing a suitable public restroom facility for the users of waterfront Rizal Boulevard, Dumaguete City.",Education,"Iconic, Green and Catalyst are key themes in coming up with a design concept that takes into consideration the user's quality of life. This makes use of native material resources such as bamboo and araal stones, along with the natural methods of construction. This design also is geared towards sustainability in less consumption of water and electricity. Moreover, this building incorporates a unique way in dealing with sewage problems through multi-tiered sewage gardens.",The south end of the boulevard is often disregarded as the area that has not been fully developed of its potential as a tourist destination. The presence of this facility will serve as a catalyst in reviving the whole stretch of the boulevard to be more inviting and sociable.  This also showcases the beauty of using locally available materials that will help to change how Filipinos view local materials in its application in architecture as well as a greater appreciation for their environment.,"Architecture in the Philippines is often underrated and underappreciated, especially when it comes to public or civic buildings. A lot of people tend to think that these buildings normally go into the form of boxes, but Foundation University's Estudio Damgo wishes to alter this poor building mentality and prove that even public restrooms can be aesthetically pleasing, functional and sustainable.",Philippines,Dumaguete,Negros Oriental,95.00,65590.00,65495.00,3,12,2019-03-07T08:34:04-05:00,2021-11-25T02:24:22-05:00,Education;Ecosystem Restoration;Sport;Digital Literacy;Arts and Culture;Clean Water;Sustainable Agriculture;Education;Arts and Culture,6
25811,false,retired,2017-09-11T09:00:00-04:00,Peace Education Sessions for Children of Marawi PH,"This project will focus on funding Teach Peace Build Peace Movements' (TPBPM) Peace Education Sessions for the children of Marawi City in 10 evacuation centers for 3 months.   Thousands of children have been displaced when the conflict broke out in Marawi City Philippines last May 23, 2017, which also caused children to quit school and stay in evacuation centers. TPBPM's Peace Education sessions will teach them the values of peace, the oneness of humanity and diversity.",Education,"In these Peace Building Sessions, children got to play different Peace Games and learned values integrated into the game; they also had drawing activities with questions that can help them process their thoughts and feelings. Alongside with Psychosocial Care are Peace Education sessions that teach them about the Art of Peaceful Living - giving them knowledge, attitudes, skills and behavior for them to begin their journey in helping build a Culture of Peace as well as to prevent and reject violen",The response to the Marawi crisis has highlighted the importance of having a sense of community among different sectors & working together towards holistic improvement. The reality of armed conflict's long-term effect on children cannot be ignored which signifies the need for Peace Education in the rehabilitation program for Marawi with the help of different organizations & institutions. Teaching children peaceful narratives shall contribute to Conflict Prevention & Conflict Transformation.,"Thousands of children were displaced when the conflict in Marawi City, Philippines broke out last May 23, 2017. With the ongoing crisis in Marawi, there have been numerous reports indicating that children are being recruited and used as frontlines and combatants to execute violence. These children, who mostly have poor access to education and social services, are exposed to and environment of armed conflict and family feuds at a very young age.",Philippines,QUEZON CITY,METRO MANILA,95.00,5000.00,4905.00,4,0,,2021-11-25T02:24:22-05:00,Education;Disaster Response,6
25837,true,active,2016-11-17T09:32:18-05:00,Foundation Preparatory Academy Science Wing,Foundation Preparatory Academy Science Wing aims to address the current challenges in the field of Science education more specifically in the elementary and high school levels. This can be done through advanced technology and with the aid of laboratories and equipment for enhanced academic learning.,Education,"The approach to address the current problem in Science education is through audio-visual presentations and actual hands on experiments. Video clips are to be utilized in a way that it will explain the theories and concepts for the students to get a full grasp of the basic knowledge. The availability of science laboratory rooms with complete equipment will truly enhance the skills and bring full understanding on the intricacies of science subjects - biology, chemistry, and physics.","When students come to a fuller grasp of the concepts and theories of science, there will be a bigger percentage of learners trying to pursue technical and applied science - related courses in college. Students from this generation are hesitant to enroll in technical and science-related courses due to the fact that they lack full comprehension on the basic knowledge relating to the Science subjects.","Teaching Science subjects has become a great challenge for mentors in the basic education levels. Concepts and theories are often not understood well by the students. This may be caused by the lack of illustrations that could best explain the topics and intricacies of the subject matters. Science and the basics of this branch of knowledge is a foundation of most technical courses such as: engineering, architecture, nursing and agriculture -  deemed essential to the needs of the present society.",Philippines,Dumaguete,Negros Oriental,6055.00,99999.00,93944.00,223,18,2021-09-10T11:11:50-04:00,2021-11-25T02:22:56-05:00,Education;Ecosystem Restoration;Sport;Digital Literacy;Arts and Culture;Clean Water;Sustainable Agriculture;Education,6
25927,false,funded,2016-11-21T10:42:55-05:00,Hot Meals for Evacuees like Josephine,"Josephine is 46 and she lives in a poorly constructed house dangerously close a riverbank. Josephine has two young daughters, aged just four and two. Every year there are floods, and Josephine's house is often inundated. During floods Josephine and her daughters have to spend days sleeping on the floor of an evacuation centre, and are often forced to go hungry. With your help, we'll be there to provide hot meals and emergency supplies during those floods.",Climate Action,"Your donations will be used to provide hot meals, like rice porridge with chicken and vegetables, in evacuation centres during floods. Funds will also be used to provide other emergency supplies like drinking water and first aid. No one knows when the next flood is coming, so we're raising the money we need to provide hot meals for evacuees, including Josephine and her daughters, now.","Preparing to feed the most vulnerable is one of the many ways we're helping vulnerable Banaba residents resist and recover from floods. By providing nutritious, filling food during evacuation families won't have to use precious savings to pay for meals outside their home during floods. This will leave them with more funds available to recover when floods recede. It will also remind them that during disaster, there is someone there who cares.","The Philippines is affected by around 20 typhoons every year, making it one of the world's most disaster-prone countries. The floods those typhoons bring are devastating for the thousands of families who live on the riverbanks in the poor community of Banaba. Banaba is on the outskirts of Manila in a floodplain surrounded by rivers. It floods multiple times every year and these floods force thousands, including Josephine and her daughters, to evacuate.",United Kingdom,Bristol,Somerset,405.00,400.00,0.00,1,1,2016-11-25T18:12:16-05:00,2021-11-25T02:24:22-05:00,Climate Action;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Ending Human Trafficking;Climate Action;Disaster Response,6
26078,true,active,2016-11-29T00:00:00-05:00,#StandWithGirls in the Philippines!,"Over 100,000 girls aged 12-17 are victims of child sex-trafficking and/or sexual exploitation in the Philippines every single year.   GirlsGotThis is an action-led movement to protect girls by using the power of play; creating community safe-spaces to protect and provide equitable participation for girls and to capacitate teachers and communities to identify and report signs of abuses.   We are #StandingWithGirls by harnessing the power of sport to unleash the potential of girls!",Gender Equality,"The project helps to protect girls through four simple but highly critical steps;     Step 1 - SAFE-SPACES - Access to regular safe-space and play-based learning to build confidence, self-belief and acquire knowledge of rights     Step 2 - KEEPING THEM IN SCHOOL - Teaming up with teachers to keep girls in school and build reporting mechanisms   Step 3 - PEER MENTORS - Connecting girls with local mentors to guide and help them Step 4 - DIGNIFIED OPPORTUNITY in education and employment.","GirlsGotThis provides a long term, preventive and sustainable approach to tackling the issue of child abuse. It works with communities to invest in girls' education and keep them safe. The model of using a play-based intervention to protect girls has been recognized for its effective approach, winning awards for both social impact and educational innovation through sports.","Despite a growing economy, the Philippines has the highest rate of poverty and inequality across Asia. The country also has one of the highest rates of sex trafficking and forced prostitution for girls who live in poverty.  For girls who are born into poverty, they do not have access to quality education as schools are often underfunded and classroom sizes can reach up to 100 students. Because of this, many girls often drop out of school and risk becoming victims of sex-trafficking.",Philippines,Tacloban,,10097.63,35000.00,24902.37,190,19,2021-09-28T15:54:55-04:00,2021-11-25T02:22:48-05:00,Child Protection;Disaster Response;Economic Growth;Education;Gender Equality;Physical Health;Ending Human Trafficking;Justice and Human Rights;Sport;Digital Literacy;COVID-19;Ending Abuse;Reproductive Health;Gender Equality;Child Protection;Education;Ending Human Trafficking;Sport;Ending Abuse,6
26089,false,funded,2016-11-23T12:53:18-05:00,Hot Meals for Evacuees like Evelyn,"Evelyn is 38 and she lives with her two young children in the community of Banaba. Their house is dangerously close to a riverbank. Every year there are floods, and Evelyn's house is often inundated. During floods Evelyn and her children have to spend days sleeping on the floor of an evacuation centre, and are often forced to go hungry. With your support, we'll be there to provide hot meals and emergency supplies during those floods. This will help keep Evelyn and her children healthy and happy.",Climate Action,"Your donations will be used to provide hot meals, like rice porridge with chicken and vegetables, in evacuation centres during floods. Funds will also be used to provide other emergency supplies like drinking water and first aid. No one knows when the next flood is coming, so we're raising the money we need to provide hot meals for evacuees, including Evelyn and her children, now.","Preparing to feed the most vulnerable is one of the many ways we're helping vulnerable Banaba residents resist and recover from floods. By providing nutritious, filling food during evacuation families won't have to use precious savings to pay for meals outside their home during floods. This will leave them with more funds available to recover when floods recede. It will also remind them that during disaster, there is someone there who cares.","The Philippines is affected by around 20 typhoons every year, making it one of the world's most disaster-prone countries. The floods those typhoons bring are devastating for the thousands of families who live on the riverbanks in the poor community of Banaba. Banaba is on the outskirts of Manila in a floodplain surrounded by rivers. It floods multiple times every year and these floods force thousands, including Evelyn and her children, to evacuate.",United Kingdom,Bristol,Somerset,405.00,400.00,0.00,9,1,2016-12-19T13:18:45-05:00,2021-11-25T02:24:23-05:00,Climate Action;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Ending Human Trafficking;Climate Action;Disaster Response,6
26167,false,retired,2017-03-13T09:00:00-04:00,Rebuild a Filipino School for 275 children,"The scope of the project is the reconstruction of part of the Elementary School of Banilad, went destroyed by the Nona Typhoon of December 2015.  In fact since the catastrophe, the 275 children enrolled in the School have been following classes in temporary shelters inadequate for the proper delivery of quality education. Kito Onlus will engage the rebuilding of the School to provide the local community with a safe space for children to learn and build their future.",Education,"Basically, we plan to rebuild the structure of the School using Typhoon prone techniques in order to provide the local community with a sustainable, long-lasting and resilient education facility. Furthermore, we will engage local workers with a building training on how to work with a disaster-resilience approach.","The project will restore normality for the 275 children attending the school, giving them back a stable roof and classes where to enjoy stability in forming their future. Providing a Typhoon-prone building means also to empower and give relief to the families that are right now constantly concerned about their children safety.  Finally, the training provided will put up to 25 individuals in the condition to replicate the building techniques needed for disasters-resilient constructions.","Since the Typhoon of December 2015, the Banilad Barangay is been using temporary structure for schooling part of the children of their community as the previous Elementary School has received structural damages and part of it has been totally destroyed.   The school counts 275 enrolled children and we, after agreements with the association of parents of the Banild School children and the local Municipality, started an initiative in order to fund the reconstruction of the School!",Italy,Padova,Veneto,510.00,10000.00,9490.00,11,2,2018-03-15T11:41:01-04:00,2021-11-25T02:24:23-05:00,Child Protection;Disaster Response;Economic Growth;Education;Gender Equality;Physical Health;Food Security;COVID-19;Clean Water;Safe Housing;Education,6
26190,false,funded,2016-12-05T14:18:31-05:00,Provide a Christmas Miracle for Baby Brielle,"In the Philippines  4-year old Brielle has a life-threatening  illness that requires an emergency liver transplant surgery.  Treatment will be conducted in a regional hospital specializing in children's rare diseases. Her doctors say, without this surgery it is unlikely that Brielle can survive. The cost of the surgery has been raised by AAI and local charities.  Now, AAI has pledged to raise an additional $1,200 out of the $20,000 needed for hospital expenses still needed to save her life.",Physical Health,"The $1,200 raised in this project will enable little Brielle  to have pediatric liver transplant surgery and the proper after-care to strengthen her ability to survive.  By setting a generous example of kindness and faith, our collective donation will inspire other donors and advocates for children with rare diseases to join in this life saving effort.","This program is an international model of donor kindness and corporate social responsibility. At a time of so much disharmony and rampant suffering across the world, Baby Brielle's survival will give people hope that every life matters. Her mother who is providing part of her own 'matching"" liver to save her 4 year-old daughter, says, ""We believe miracles can happen. Each donation is a miracle for our little girl."" To raise the needed funds is a wonderful Christmas ""gift of life.""","Brielle is battling a rare disease which is life threatening. To survive, she needs a liver transplant within 6 months. She has a donor, her mother, who is selling home-baked Christmas cookies to help pay for medical expenses. Expert pediatric surgeons at a regional children's hospital  who specialize in sensitive transplant surgeries are ready to perform.  By raising  $1,200 this Christmas Season, we will provide this vivacious and exceptionally bright child with a ""gift of life.""",United States,Washington,District of Columbia,1200.00,1200.00,0.00,10,1,2017-02-22T13:01:09-05:00,2021-11-25T02:24:23-05:00,Animal Welfare;Child Protection;Climate Action;Peace and Reconciliation;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Gender Equality;Physical Health;Ending Human Trafficking;Justice and Human Rights;Sport;Digital Literacy;Food Security;Physical Health;Gender Equality;Physical Health;Reproductive Health,6
26191,false,funded,2016-12-05T14:50:09-05:00,Christmas toys for 350 Children with cancer,"The House of Hope in Davao, Philippines is linked to the Southern Mindanao Medical Center.  It is the only cancer treatment center for children among the  20 million residents of the Mindanao region.  The Center currently serves more than 3,500 children with various forms of cancer. Many are in later stages due to severe poverty of their families and lack of public health.  This Christmas we seek to bring the healing joy of a gift exchange of toys among 350 children under age twelve.",Physical Health,"Cancer treatment  is most successful when medicine, nutrition and an attitude of hope are fully integrated.  At House of Hope, cancer treatment medicines are provided by the city government.  But the expense of providing transportation, food and lodging for 3,500 children and their families is overwhelming.  Private volunteers and organizations such as One World institute and Asia America Initiative assist with non-medical needs. Toys for Christmas add to a joyful healing process.","This program is an international model of donor kindness and global peace.  By surviving, and spreading hope, the multi-ethnic child cancer patients inspire their neighbors in large impoverished communities.  For children living in dire poverty the influence of violent crime and militant extremism is a constant temptation. This holistic program can empower entire communities to have hope.","Cancer in many forms has increased among many children in Asia, especially the Philippines, where the quality of air water is affected by industrial or agricultural chemicals. poverty is widespread and public health facilities are  inadequate. In the Mindanao region, where Christians, Muslims and mountain tribal people live in extremely challenging conditions, the only cancer treatment facility which coordinates free medicines to the poor is the House of Hope in the City of Davao.",United States,Washington,District of Columbia,700.00,900.00,200.00,9,1,2017-01-17T16:01:09-05:00,2021-11-25T02:24:23-05:00,Animal Welfare;Child Protection;Climate Action;Peace and Reconciliation;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Gender Equality;Physical Health;Ending Human Trafficking;Justice and Human Rights;Sport;Digital Literacy;Food Security;Physical Health;Gender Equality;Physical Health;Clean Water,6
26199,false,funded,2016-12-07T12:17:43-05:00,A Safe Refuge for Evacuees like Pina,"Pina is 57 years old. She lives with her husband and 4 children in a house dangerously close to a riverbank. Every year it floods, and Pina's home is always inundated. During floods Pina and her family must seek safety in an evacuation centre. However, Pina's nearest evacuation center is not yet finished. Several walls still need rendering, and the building needs equipping with bunk beds. So, it still can't provide protection during disasters. This means Pina lives in constant danger and fear.",Climate Action,"Pina desperately needs a safe refuge during typhoons and floods. Your donations will provide this refuge by enabling the rendering of Pina's evacuation center to continue. Your donations will also provide bunk beds to give evacuees somewhere to sleep. Although we need to raise over $9,500 in total to complete work, the project can be tackled in stages, one brick wall and bunk bed at a time. So, your donations will have an immediate impact, even as we continue to fundraise.","The completed evacuation center will continue to provide a safe refuge for hundreds of families, including Pina's, for generations to come. Outside of typhoons the center is already being used to run impactful community development projects. These projects help provide job opportunities for poor residents and also encourage better nutrition and health. Completing the center will also help these projects expand and thrive.","The Philippines is hit by around 20 typhoons every year, making it one of the world's most disaster-prone countries. The typhoons bring floods and both are dangerous for the thousands like Pina who live on riverbanks in the community of Banaba. It floods every year and each time Pina must evacuate to stay safe. However, the sponsor of Pina's evacuation center ran out of funds before work could be finished. So, Pina doesn't have anywhere safe to seek refuge when the worst happens.",United Kingdom,Bristol,Somerset,505.00,500.00,0.00,11,1,2017-02-10T11:24:22-05:00,2021-11-25T02:24:23-05:00,Climate Action;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Ending Human Trafficking;Climate Action;Disaster Response,6
26219,false,funded,2016-12-08T11:34:15-05:00,Christmas Toys for 50 children with cancer,"The House of Hope in Davao, Philippines is linked to the Southern Mindanao Medical Center.  It is the only cancer treatment center for children among the  20 million residents of the Mindanao region.  The Center currently serves more than 3,500 children with various forms of cancer. Many are in later stages due to severe poverty of their families and lack of public health.  This Christmas we seek to bring the healing joy of a gift exchange of toys among 50 children who have never owned toys.",Physical Health,"Cancer treatment  is most successful when medicine, nutrition and an attitude of hope are fully integrated.  At House of Hope, cancer treatment medicines are provided by the city government.  But the expense of providing transportation, food and lodging for 3,500 children and their families is overwhelming.  Private volunteers and organizations such as One World institute and Asia America Initiative assist. Toys for Christmas for 50 severely deprived children adds to a joyful healing process.","This program is an international model of donor kindness and corporate social responsibility.  By surviving, and experiencing hope, the multi-ethnic children  inspire their neighbors in large ghetto communities. Adult literacy and education will enable surviving women to provide better lives for their families. For children living in dire poverty the influence of violent crime and militant extremism is a constant temptation. This holistic program can empower entire communities to have hope.","Cancer in many forms has increased among many children in Asia, especially the Philippines, where the quality of air water is affected by industrial or agricultural chemicals. poverty is widespread and public health facilities are  inadequate. In the Mindanao region, where Christians, Muslims and mountain tribal people live in extremely challenging conditions, the only cancer treatment facility which coordinates free medicines to the poor is the House of Hope in the City of Davao",United States,Washington,District of Columbia,250.00,250.00,0.00,11,1,2017-03-21T15:01:09-04:00,2021-11-25T02:24:23-05:00,Animal Welfare;Child Protection;Climate Action;Peace and Reconciliation;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Gender Equality;Physical Health;Ending Human Trafficking;Justice and Human Rights;Sport;Digital Literacy;Food Security;Physical Health;Gender Equality;Physical Health;Clean Water,6
26263,false,funded,2016-12-16T10:48:44-05:00,Hot Meals for Evacuees like Marilyn,"Marilyn is 52 and she lives with her four children in the community of Banaba. Their house is dangerously close to a riverbank. Every year there are floods, and Marilyn's house is often inundated. During floods Marilyn and her children have to spend days sleeping on the floor of an evacuation centre, and are often forced to go hungry. With your support, we'll be there to provide hot meals and emergency supplies during those floods. This will help keep Marilyn and her children healthy and happy.",Climate Action,"Your donations will be used to provide hot meals, like rice porridge with chicken and vegetables, in evacuation centres during floods. Funds will also be used to provide other emergency supplies like drinking water and first aid. No one knows when the next flood is coming, so we're raising the money we need to provide hot meals for evacuees, including Marilyn and her children, now.","Preparing to feed the most vulnerable is one of the many ways we're helping vulnerable Banaba residents resist and recover from floods. By providing nutritious, filling food during evacuation families won't have to use precious savings to pay for meals outside their home during floods. This will leave them with more funds available to recover when floods recede. It will also remind them that during disaster, there is someone there who cares.","The Philippines is affected by around 20 typhoons every year, making it one of the world's most disaster-prone countries. The floods those typhoons bring are devastating for the thousands of families who live on the riverbanks in the poor community of Banaba. Banaba is on the outskirts of Manila in a floodplain surrounded by rivers. It floods multiple times every year and these floods force thousands, including Marilyn and her children, to evacuate.",United Kingdom,Bristol,Somerset,405.00,400.00,0.00,12,1,2017-02-28T13:23:51-05:00,2021-11-25T02:24:23-05:00,Climate Action;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Ending Human Trafficking;Climate Action;Disaster Response,6
26329,false,funded,2016-12-22T14:26:24-05:00,Support a New Year of Life for baby Brielle,"In the Philippines, 4-year old Brielle needs a liver transplant surgery to save her life from a rare illness. The surgery will be conducted in a Taiwan hospital specializing in children's diseases. Her doctors say, without this surgery in early 2017, it is unlikely that Brielle can survive. Half of the cost has been donated by local charities. AAI, through GlobalGiving donors, has raised $4,200 to help pay the surgery costs.  Now we must raise $8,500 for post-surgical medicines and care.",Physical Health,"By raising a total of $8,500 through AAI our GlobalGiving donor network, we will help cover the cost of immune-suppressant medicines needed for Brielle's Mom's  transplanted liver to adjust to Brielle's body. Our action encourages support from more local partners,  such as the Philippine Airline Foundation who are donating transportation.  Brielle's recovery  will be a message of hope to be shared around the world in support of similar children and their families.","This program is a model of donor kindness and corporate social responsibility. At a time of much disharmony and rampant suffering across the world, Baby Brielle's survival will give people hope that every life matters. Her mother who will provide part of her own 'matching"" liver for the transplant, says, ""We believe miracles can happen. Each funder is a miracle for our little girl."" To raise the needed funds would be an inspiring New Year ""gift of life.""","Four year old Brielle is battling a rare disease which has destroyed her liver. To survive she needs a liver transplant in early 2017. She has a donor -- her mother.  Doctors at a children's hospital in Taiwan who specialize in sensitive pediatric surgeries believe she can survive. The surgery has been donated by local charities and AAI and our GlobalGiving  donors. Our goal is to cover the estimated cost of essential post-surgical medicines, which is $8,500.",United States,Washington,District of Columbia,8500.00,8500.00,0.00,16,1,2017-04-11T13:01:09-04:00,2021-11-25T02:24:23-05:00,Animal Welfare;Child Protection;Climate Action;Peace and Reconciliation;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Gender Equality;Physical Health;Ending Human Trafficking;Justice and Human Rights;Sport;Digital Literacy;Food Security;Physical Health;Gender Equality;Physical Health;Reproductive Health,6
